,lat,lon,recon_lon,recon_lat,age,prob,method
10448,-46.66,-69.33,-59.948,-47.008,36.0,0.042364423215859426,QDA
10449,0.0,-79.1,-70.755,-0.517,36.0,0.9999983941703404,QDA
10450,0.95,-78.49,-70.16,0.442,36.0,0.9999999988062904,QDA
10451,0.95,-79.48,-71.15,0.4270000000000001,36.0,0.9999999999513305,QDA
10452,0.0,-77.11,-68.765,-0.486,36.0,0.9999999988062904,QDA
10453,0.95,-76.5,-68.171,0.474,36.0,0.9993464077731578,QDA
10454,0.95,-77.49,-69.161,0.458,36.0,0.8483556804459356,QDA
10455,0.95,-75.51,-67.181,0.49,36.0,0.998544956962878,QDA
10456,2.86,-75.27,-66.972,2.404,36.0,0.9996892112157193,QDA
10457,2.86,-76.26,-67.962,2.388,36.0,0.9999944126654757,QDA
10458,1.91,-75.89,-67.57600000000001,1.444,36.0,0.9999944126654757,QDA
10459,4.77,-76.03,-67.763,4.301,36.0,0.9999914200199527,QDA
10460,4.77,-77.02,-68.752,4.285,36.0,0.9999991306257243,QDA
10461,3.82,-76.64,-68.357,3.341,36.0,0.9998994275739036,QDA
10462,6.68,-76.79,-68.553,6.199,36.0,0.9999919295759357,QDA
10463,1.91,-77.87,-69.556,1.412,36.0,0.9984016119212424,QDA
10464,2.86,-77.26,-68.961,2.372,36.0,0.9999944126654757,QDA
10465,10.47,-69.92,-63.599,8.644,36.0,1.0,QDA
10466,8.6,-76.51,-69.705,5.638,36.0,0.9999919295759357,QDA
10467,10.52,-75.19,-68.758,7.758999999999999,36.0,0.9999999978118905,QDA
10468,6.68,-75.74,-68.611,3.883,36.0,0.9999523554595909,QDA
10469,7.63,-76.12,-69.15100000000001,4.752,36.0,0.9999914200199527,QDA
10470,4.77,-74.99,-67.53699999999999,2.135,36.0,0.9999944126654757,QDA
10471,5.72,-75.37,-68.078,3.003,36.0,0.9996892112157193,QDA
10472,6.67,-73.66,-66.571,4.24,36.0,0.9999914200199527,QDA
10473,7.63,-74.04,-67.115,5.117,36.0,0.9999995692060135,QDA
10474,6.67,-74.7,-67.59,4.056,36.0,0.9999991306257243,QDA
10475,2.86,-74.23,-65.933,2.421,36.0,0.9999523554595909,QDA
10476,3.81,-74.61,-66.994,1.258,36.0,0.9999944126654757,QDA
10477,7.61,-71.95,-65.064,5.4689999999999985,36.0,0.9999962883948288,QDA
10478,4.76,-73.95,-66.515,2.309,36.0,0.9996892112157193,QDA
10479,5.71,-73.28,-66.027,3.363,36.0,0.9999991306257243,QDA
10480,9.56,-74.8,-68.204,6.882999999999999,36.0,0.9999999990138007,QDA
10481,10.52,-74.13,-67.723,7.945,36.0,0.9999999998181475,QDA
10482,8.59,-75.47,-68.686,5.81,36.0,0.9999977995819129,QDA
10483,8.59,-73.37,-66.631,6.181,36.0,0.9999977995819129,QDA
10484,8.59,-74.42,-67.65899999999999,5.995,36.0,0.9999977995819129,QDA
10485,8.58,-72.32,-65.602,6.357,36.0,0.9999971665128509,QDA
10486,10.49,-70.97,-64.63,8.476,36.0,0.9999999999999694,QDA
10487,9.52,-70.6,-64.09,7.587999999999999,36.0,0.9999999999998812,QDA
10488,10.51,-73.08,-66.695,8.121,36.0,0.999999999913437,QDA
10489,9.54,-72.7,-66.148,7.234,36.0,0.999999999799353,QDA
10490,10.5,-72.02,-65.658,8.299,36.0,0.9999999999998181,QDA
10491,-0.95,-77.49,-69.13,-1.442,36.0,0.9999998224602558,QDA
10492,-0.95,-76.5,-68.14,-1.426,36.0,0.9999999493215096,QDA
10493,-0.95,-79.48,-71.12,-1.473,36.0,1.0,QDA
10494,-0.95,-78.49,-70.13,-1.457,36.0,0.9999997659724355,QDA
10495,-0.95,-80.47,-72.11,-1.4880000000000002,36.0,1.0,QDA
10496,-2.86,-79.25,-70.86,-3.379,36.0,1.0,QDA
10497,-1.91,-79.86,-71.485,-2.439,36.0,1.0,QDA
10498,-4.77,-79.02,-70.6,-5.285,36.0,1.0,QDA
10499,-4.77,-78.02,-69.59899999999999,-5.27,36.0,1.0,QDA
10500,-3.82,-78.63,-70.225,-4.329,36.0,1.0,QDA
10501,-6.68,-77.79,-69.339,-7.176,36.0,1.0,QDA
10502,-6.68,-76.79,-68.33800000000001,-7.16,36.0,1.0,QDA
10503,-5.73,-77.4,-68.964,-6.22,36.0,1.0,QDA
10504,-4.77,-77.02,-68.59899999999999,-5.254,36.0,1.0,QDA
10505,-1.91,-77.87,-69.495,-2.407,36.0,0.9999999999999991,QDA
10506,-2.87,-78.25,-69.86,-3.373,36.0,1.0,QDA
10507,-2.86,-77.26,-68.87,-3.3480000000000003,36.0,1.0,QDA
10508,-8.58,-77.55,-69.067,-9.072,36.0,1.0,QDA
10509,-7.64,-78.18,-69.71300000000001,-8.142000000000001,36.0,1.0,QDA
10510,-8.59,-78.56,-70.079,-9.098,36.0,1.0,QDA
10511,-3.82,-80.63,-72.226,-4.3610000000000015,36.0,1.0,QDA
10512,-6.69,-79.8,-71.35,-7.217,36.0,1.0,QDA
10513,-6.69,-78.79,-70.339,-7.2010000000000005,36.0,1.0,QDA
10514,-4.78,-80.02,-71.601,-5.311,36.0,1.0,QDA
10515,-5.73,-79.41,-70.975,-6.251,36.0,1.0,QDA
10516,-4.78,-81.03,-72.611,-5.327000000000001,36.0,1.0,QDA
10517,-16.24,-72.19,-63.567,-16.643,36.0,0.5342085325075983,QDA
10518,-15.32,-72.86,-64.255,-15.734000000000002,36.0,1.0,QDA
10519,-16.25,-73.25,-64.62899999999999,-16.671,36.0,1.0,QDA
10520,-15.32,-74.99,-66.389,-15.769,36.0,0.1989416092610219,QDA
10521,-27.28,-70.23,-61.385,-27.648000000000003,36.0,0.9994330574253174,QDA
10522,-29.1,-69.88,-60.994,-29.462,36.0,0.9813115558151547,QDA
10523,-29.07,-68.69,-59.801,-29.412,36.0,0.9833717517661656,QDA
10524,-28.18,-69.47,-60.603,-28.535,36.0,0.9987887191341296,QDA
10525,-27.22,-67.9,-59.05,-27.548,36.0,0.9999877577231946,QDA
10526,-26.33,-68.67,-59.841,-26.672,36.0,0.9999928375859766,QDA
10527,-27.25,-69.07,-60.222,-27.598000000000006,36.0,0.9999877577231946,QDA
10528,-25.36,-67.14,-58.328,-25.676,36.0,0.9999999837082343,QDA
10529,-24.47,-67.9,-59.108,-24.799,36.0,0.9999999670078819,QDA
10530,-25.4,-68.28,-59.47,-25.735,36.0,0.9999999441875325,QDA
10531,-23.49,-66.4,-57.625,-23.793000000000006,36.0,0.9999945987483713,QDA
10532,-22.6,-67.16,-58.405,-22.916,36.0,0.9999882271972425,QDA
10533,-23.54,-67.53,-58.756,-23.863000000000003,36.0,0.9999999998268669,QDA
10534,-22.68,-69.4,-60.648,-23.035,36.0,0.9999902457604286,QDA
10535,-23.6,-69.78,-61.011,-23.961,36.0,0.9999999998596156,QDA
10536,-23.57,-68.66,-59.889,-23.912,36.0,0.9999999998268669,QDA
10537,-25.43,-69.43,-60.622,-25.785,36.0,0.9999999345663967,QDA
10538,-24.53,-70.18,-61.393,-24.898000000000003,36.0,0.9999999741818917,QDA
10539,-20.73,-66.43,-57.71100000000001,-21.034,36.0,0.999395388930024,QDA
10540,-21.66,-66.79,-58.053,-21.97,36.0,0.99949023038534,QDA
10541,-19.8,-66.07,-57.369,-20.098,36.0,0.9999815080800337,QDA
10542,-18.93,-67.9,-59.219,-19.26,36.0,0.9987810405265098,QDA
10543,-19.86,-68.26,-59.562,-20.196,36.0,0.9999815080800337,QDA
10544,-19.83,-67.17,-58.47,-20.147,36.0,0.9999815080800337,QDA
