index,lon,lat,age,plate_id
0,-69.09,-30.0,0,202
1,-74.14,0.0,0,201
2,-63.3,-15.06,0,201
3,-77.17,7.63,0,201
4,-77.17,-7.63,0,201
5,-66.04,-22.56,0,201
6,-71.8,-15.31,0,201
7,-72.65,-37.36,0,2901
8,-69.55,-52.43,0,28800
9,-71.49,3.79,0,201
10,-78.11,0.0,0,201
11,-75.65,3.82,0,201
12,-72.99,7.62,0,225
13,-71.49,-3.79,0,201
14,-66.09,-11.33,0,201
15,-79.63,-3.82,0,201
16,-75.65,-3.82,0,201
17,-67.52,-26.29,0,202
18,-64.64,-18.82,0,201
19,-67.55,-15.23,0,201
20,-68.98,-18.96,0,201
21,-72.99,-7.62,0,201
22,-74.52,-11.48,0,201
23,-70.29,-11.44,0,201
24,-70.79,-33.69,0,2901
25,-61.29,-21.47,0,201
26,-60.01,-17.69,0,201
27,-64.04,-29.06,0,202
28,-62.64,-25.29,0,202
29,-57.81,-24.1,0,201
30,-67.44,-37.28,0,2901
31,-65.82,-33.54,0,202
32,-71.2,-44.75,0,283
33,-69.24,-41.04,0,283
34,-73.54,-48.57,0,28800
35,-72.82,1.89,0,201
36,-72.16,0.0,0,201
37,-76.12,0.0,0,201
38,-74.89,1.91,0,201
39,-76.88,1.91,0,201
40,-76.41,5.72,0,201
41,-69.55,9.5,0,201
42,-74.32,5.72,0,226
43,-75.08,7.63,0,226
44,-73.57,3.8,0,201
45,-70.9,7.6,0,201
46,-72.24,5.7,0,201
47,-72.4,11.47,0,228
48,-73.75,9.55,0,227
49,-72.82,-1.89,0,201
50,-64.71,-13.2,0,201
51,-62.65,-13.18,0,201
52,-76.88,-1.91,0,201
53,-74.89,-1.91,0,201
54,-78.87,-1.91,0,201
55,-78.4,-5.73,0,201
56,-76.41,-5.72,0,201
57,-77.64,-3.82,0,201
58,-77.94,-9.54,0,201
59,-79.19,-7.65,0,201
60,-80.41,-5.74,0,201
61,-73.93,-15.32,0,201
62,-70.64,-28.2,0,202
63,-68.29,-28.15,0,202
64,-69.83,-26.36,0,202
65,-66.77,-24.42,0,202
66,-68.28,-22.64,0,201
67,-69.04,-24.5,0,202
68,-65.33,-20.69,0,201
69,-66.81,-18.9,0,201
70,-67.53,-20.76,0,201
71,-63.96,-16.94,0,201
72,-65.42,-15.16,0,201
73,-66.11,-17.03,0,201
74,-69.67,-15.28,0,201
75,-70.4,-17.14,0,201
76,-68.26,-17.09,0,201
77,-69.74,-20.83,0,201
78,-73.57,-3.8,0,201
79,-75.08,-7.63,0,201
80,-74.32,-5.72,0,201
81,-70.9,-7.6,0,201
82,-72.24,-5.7,0,201
83,-76.62,-11.47,0,201
84,-75.85,-9.56,0,201
85,-73.17,-13.4,0,201
86,-75.28,-13.4,0,201
87,-68.93,-13.34,0,201
88,-71.04,-13.38,0,201
89,-66.81,-13.28,0,201
90,-69.55,-9.5,0,201
91,-68.19,-11.39,0,201
92,-73.75,-9.55,0,201
93,-72.4,-11.47,0,201
94,-71.65,-9.53,0,201
95,-71.7,-35.53,0,2901
96,-69.93,-31.85,0,202
97,-61.01,-14.4,0,201
98,-62.32,-18.26,0,201
99,-61.67,-16.38,0,201
100,-63.66,-22.03,0,201
101,-62.98,-20.15,0,201
102,-58.95,-20.88,0,201
103,-58.33,-18.98,0,201
104,-60.64,-19.58,0,201
105,-65.07,-25.81,0,202
106,-64.36,-23.93,0,201
107,-66.55,-29.55,0,202
108,-65.8,-27.68,0,202
109,-61.54,-28.52,0,202
110,-60.88,-26.62,0,202
111,-63.32,-27.17,0,202
112,-61.96,-23.38,0,201
113,-60.21,-24.71,0,201
114,-59.57,-22.79,0,201
115,-68.3,-33.64,0,2901
116,-67.49,-31.78,0,202
117,-70.04,-37.35,0,2901
118,-69.16,-35.5,0,2901
119,-64.85,-37.16,0,2901
120,-66.61,-35.41,0,2901
121,-71.96,-41.05,0,283
122,-70.99,-39.21,0,283
123,-74.09,-44.71,0,283
124,-68.31,-44.72,0,283
125,-67.39,-42.84,0,283
126,-70.19,-42.9,0,283
127,-68.32,-39.17,0,283
128,-65.65,-39.06,0,2901
129,-75.32,-46.59,0,28011
130,-72.82,-52.36,0,28800
131,-71.63,-50.52,0,28800
132,-74.77,-50.39,0,28011
133,-67.28,-54.31,0,28800
134,-70.69,-54.31,0,28011
135,-72.33,-46.67,0,28800
136,-70.44,-48.6,0,28800
137,-69.33,-46.66,0,28800
138,-64.91,-31.3,0,202
139,-72.15,2.84,0,201
140,-71.82,1.89,0,201
141,-71.16,2.84,0,201
142,-73.48,0.95,0,201
143,-73.15,0.0,0,201
144,-72.49,0.95,0,201
145,-71.17,0.0,0,201
146,-71.5,0.95,0,201
147,-79.1,0.0,0,201
148,-78.49,0.95,0,201
149,-79.48,0.95,0,201
150,-77.11,0.0,0,201
151,-76.5,0.95,0,201
152,-77.49,0.95,0,201
153,-75.13,0.0,0,201
154,-74.52,0.95,0,201
155,-75.51,0.95,0,201
156,-75.27,2.86,0,201
157,-76.26,2.86,0,201
158,-75.89,1.91,0,201
159,-76.03,4.77,0,201
160,-77.02,4.77,0,201
161,-76.64,3.82,0,201
162,-76.79,6.68,0,201
163,-77.87,1.91,0,201
164,-77.26,2.86,0,201
165,-69.92,10.47,0,225
166,-68.87,10.45,0,225
167,-76.51,8.6,0,226
168,-75.19,10.52,0,226
169,-75.74,6.68,0,226
170,-76.12,7.63,0,226
171,-74.99,4.77,0,226
172,-75.37,5.72,0,226
173,-73.66,6.67,0,226
174,-74.04,7.63,0,226
175,-74.7,6.67,0,226
176,-74.23,2.86,0,201
177,-74.61,3.81,0,226
178,-73.86,1.9,0,201
179,-72.53,3.8,0,201
180,-73.19,2.85,0,201
181,-71.2,5.69,0,201
182,-71.86,4.74,0,201
183,-70.53,6.64,0,201
184,-71.95,7.61,0,225
185,-72.61,6.66,0,201
186,-71.57,6.65,0,201
187,-73.95,4.76,0,226
188,-72.9,4.75,0,201
189,-73.28,5.71,0,226
190,-74.8,9.56,0,226
191,-74.13,10.52,0,227
192,-75.47,8.59,0,226
193,-73.37,8.59,0,227
194,-74.42,8.59,0,226
195,-71.27,8.57,0,225
196,-72.32,8.58,0,225
197,-70.23,8.55,0,201
198,-70.97,10.49,0,225
199,-70.6,9.52,0,225
200,-73.08,10.51,0,227
201,-72.7,9.54,0,225
202,-72.02,10.5,0,225
203,-71.5,-0.95,0,201
204,-73.48,-0.95,0,201
205,-72.49,-0.95,0,201
206,-72.15,-2.84,0,201
207,-71.16,-2.84,0,201
208,-71.82,-1.89,0,201
209,-70.82,-4.73,0,201
210,-66.78,-10.39,0,201
211,-65.76,-10.39,0,201
212,-65.4,-12.26,0,201
213,-64.38,-12.26,0,201
214,-65.07,-11.33,0,201
215,-64.01,-14.13,0,201
216,-62.97,-14.12,0,201
217,-63.68,-13.19,0,201
218,-75.51,-0.95,0,201
219,-74.52,-0.95,0,201
220,-77.49,-0.95,0,201
221,-76.5,-0.95,0,201
222,-76.26,-2.86,0,201
223,-75.27,-2.86,0,201
224,-75.89,-1.91,0,201
225,-79.48,-0.95,0,201
226,-78.49,-0.95,0,201
227,-80.47,-0.95,0,201
228,-79.25,-2.86,0,201
229,-79.86,-1.91,0,201
230,-79.02,-4.77,0,201
231,-78.02,-4.77,0,201
232,-78.63,-3.82,0,201
233,-77.79,-6.68,0,201
234,-76.79,-6.68,0,201
235,-77.4,-5.73,0,201
236,-76.03,-4.77,0,201
237,-76.64,-3.82,0,201
238,-77.02,-4.77,0,201
239,-77.87,-1.91,0,201
240,-78.25,-2.87,0,201
241,-77.26,-2.86,0,201
242,-77.55,-8.58,0,201
243,-78.18,-7.64,0,201
244,-78.56,-8.59,0,201
245,-80.63,-3.82,0,201
246,-79.8,-6.69,0,201
247,-78.79,-6.69,0,201
248,-80.02,-4.78,0,201
