lon,lat,prob
-165.63,65.71,0.9782885468898567
-165.43,61.56,0.9774672704036576
-164.93,64.61,0.9781244071993608
-163.68,62.41,0.9775447060052426
-163.12,61.3,0.9775003576015195
-162.96,65.45,0.9784015432549271
-162.11,68.46,0.977839154952256
-161.92,55.22,0.9766890542448372
-161.82,63.23,0.9776797902269988
-161.47,67.36,0.9785592242366536
-161.31,62.12,0.9781912043264889
-160.88,66.26,0.9786066517499548
-160.84,61.0,0.9785173843402979
-160.62,55.89,0.9766887913826072
-160.4,59.89,0.978539635568064
-160.34,65.15,0.9786578419305603
-159.86,64.03,0.9785544570178554
-159.72,69.25,0.9768236951285953
-159.41,62.91,0.9785967922077657
-159.28,56.54,0.9770313396935968
-159.17,68.14,0.9767654116125207
-158.99,61.79,0.978560331366912
-158.66,67.03,0.9767297265657199
-158.61,60.66,0.9785648909234392
-158.24,59.54,0.9779881485356018
-158.2,65.92,0.9785847800650289
-157.78,64.8,0.9784459186794233
-157.63,57.31,0.9780660161349662
-157.4,63.67,0.9785055083032674
-157.15,70.0,0.9797277247762406
-157.05,62.55,0.9785321269995241
-156.73,61.42,0.978566251730493
-156.7,68.89,0.9797277247762406
-156.42,60.29,0.9786117430151335
-156.3,67.77,0.9768236951285953
-156.16,59.17,0.9796255312764018
-155.93,66.65,0.9767259441391211
-155.91,58.05,0.9796255312764018
-155.59,65.53,0.9767417042868889
-155.29,64.41,0.9769968043686051
-155.02,63.28,0.9785987068396544
-154.76,62.14,0.9785837476805788
-154.52,61.01,0.9785588961150182
-154.31,59.89,0.9776532297932812
-154.12,58.77,0.97754607382489
-154.07,69.59,0.9835748035859092
-153.78,68.47,0.9822879184180817
-153.52,67.35,0.9813971699400307
-153.28,66.22,0.9782659293083598
-153.07,65.1,0.9770343202039959
-152.88,63.98,0.9770847947510927
-152.7,62.84,0.9770287632682827
-152.53,61.7,0.9782518416203394
-152.38,60.58,0.9790361039997196
-151.11,69.13,0.9841689403754111
-150.97,68.01,0.9843438556144927
-150.85,66.88,0.9844401651335122
-150.74,65.76,0.9831617630271484
-150.63,64.63,0.9803326614409665
-150.54,63.51,0.9771853375939922
-150.45,62.37,0.9771770308109411
-150.3,60.12,0.982101718901346
-148.28,60.75,0.9822454910889775
-148.28,61.87,0.9822712183242857
-148.28,63.0,0.9823267318043267
-148.28,64.12,0.9842077342309271
-148.28,65.25,0.9839686350026877
-148.28,66.38,0.983081564709071
-148.28,67.5,0.9838533326352981
-148.28,68.62,0.9830286180471809
-148.28,69.75,0.9822592459652821
-146.53,61.26,0.9823905644623898
-146.46,62.39,0.9817309604322731
-146.39,63.52,0.9817309604324354
-146.31,64.65,0.9817683238679451
-146.23,65.77,0.9813572979700432
-146.13,66.9,0.98056749411689
-146.03,68.03,0.9806813391188838
-145.91,69.15,0.9815826722915745
-144.84,60.63,0.9817309604321842
-144.72,61.76,0.9817309604324127
-144.58,62.89,0.9817309604324798
-144.43,64.02,0.9816243884661773
-144.26,65.15,0.9811374543079584
-144.09,66.27,0.9828030252006414
-143.89,67.39,0.9832459760277441
-143.67,68.52,0.9842116322345145
-143.43,69.64,0.9833508894179696
-143.04,61.1,0.9821965210895244
-142.84,62.23,0.9822914987041732
-142.63,63.36,0.9817309604324798
-142.4,64.49,0.9827752253814244
-142.14,65.61,0.9833172871078383
-141.86,66.74,0.9833792051468894
-141.55,67.86,0.9837671187192771
-141.44,60.43,0.9805128303790164
-141.21,68.98,0.9837671187192771
-141.18,61.55,0.9822950053399496
-140.91,62.68,0.9822914987041732
-140.62,63.81,0.9822914987041732
-140.3,64.94,0.9836387165198475
-139.94,66.05,0.9836387165198475
-139.59,60.86,0.9817053185823519
-139.55,67.17,0.9837671187192771
-139.26,61.98,0.9822950053399496
-139.12,68.28,0.9837671187192771
-138.91,63.1,0.9822914987041732
-138.53,64.23,0.9836387165198475
-138.13,65.35,0.9836387165198475
-138.07,60.14,0.9785678053585086
-137.69,61.26,0.9817029813002218
-137.67,66.46,0.9837671187192771
-137.29,62.38,0.9822950053399496
-137.17,67.57,0.9837671187192771
-136.86,63.5,0.9822914987041732
-136.61,59.41,0.981013484775811
-136.61,68.68,0.9837671187192771
-136.4,64.61,0.9836387165198475
-136.2,60.53,0.9789036419179588
-135.89,65.73,0.9836387165198475
-135.75,61.64,0.9802790569223462
-135.33,66.83,0.9837671187192771
-135.27,62.75,0.9822950053399496
-135.22,58.67,0.9801397418808229
-134.77,59.77,0.981013484775811
-134.76,63.86,0.9830501386980863
-134.28,60.88,0.9810254281323083
-134.2,64.97,0.9837671187192771
-133.97,69.07,0.9837671187192771
-133.76,61.99,0.9792538900250879
-133.6,66.07,0.9837671187192771
-133.42,59.01,0.9793891528356727
-133.2,63.09,0.9822950053399496
-132.92,67.17,0.9837671187192771
-132.9,60.11,0.9810910356359657
-132.6,64.19,0.9837671187192771
-132.35,61.21,0.9810254281323083
-132.25,57.2,0.9821867667811339
-132.14,58.23,0.9814532230879216
-132.12,68.29,0.9837671187192771
-131.95,65.29,0.9837671187192771
-131.75,62.31,0.9785678053585086
-131.59,59.32,0.9793891528356727
-131.24,66.38,0.9837671187192771
-131.0,60.42,0.9809789555120836
-130.66,56.48,0.9828437935472129
-130.5,57.5,0.9822414568957857
-130.39,67.5,0.9837671187192771
-130.33,58.52,0.9814532230879216
-129.72,59.61,0.9793891528356727
-129.66,65.58,0.9851289626273749
-129.45,68.61,0.9837671187192771
-129.31,54.71,0.9865954028286746
-129.13,55.73,0.9832530995146616
-128.93,56.75,0.9828437935472129
-128.75,66.68,0.9837671187192771
-128.72,57.78,0.9822820006902916
-128.5,58.8,0.9814532230879216
-128.09,52.92,0.9873146856455992
-127.87,53.95,0.986245265178118
-127.77,67.78,0.9830569554304964
-127.65,54.97,0.9868329575003958
-127.42,55.99,0.9851375708596578
-127.17,57.01,0.9827422575548361
-126.97,51.12,0.9874024194289053
-126.73,52.15,0.9874428662304168
-126.48,53.17,0.9873624046247922
-126.23,54.19,0.9864838278232639
-125.96,55.2,0.9860898136598376
-125.67,50.35,0.9871332078290582
-125.42,51.36,0.9870330707537939
-125.14,52.38,0.9871229312441065
-124.86,53.4,0.9873798315843006
-124.57,54.41,0.9872896293534649
-124.42,49.56,0.9867599981789229
-124.14,50.57,0.9868793519550653
-123.85,51.58,0.9871332078290582
-123.73,46.72,0.9844777889926548
-123.7,41.92,0.981201420177774
-123.54,52.59,0.9870385938034597
-123.45,47.73,0.9856270920138924
-123.41,42.89,0.981319852350051
-123.22,53.59,0.9871229312441065
-123.16,48.74,0.986411419879929
-123.1,43.87,0.98193429842787
-123.04,39.99,0.9809695699920475
-122.86,49.74,0.9865468868566443
-122.83,44.88,0.9827037809585915
-122.64,41.11,0.9809290863522881
-122.55,45.89,0.9835468773922371
-122.54,50.75,0.9867599981789229
-122.42,38.05,0.9815823357858368
-122.34,42.09,0.9812786714976727
-122.25,46.9,0.9846628652513405
-122.21,51.77,0.9868754080233234
-122.02,39.18,0.980881243507681
-122.02,43.07,0.9815440875359634
-121.94,47.9,0.9857786250410001
-121.86,52.77,0.9871111367307613
-121.7,44.04,0.982222418670032
-121.62,48.91,0.9865391782439835
-121.61,40.3,0.9809380852642825
-121.44,37.23,0.982542266006887
-121.4,45.04,0.983071403211562
-121.3,41.28,0.9808663102370222
-121.28,49.91,0.9865468868566443
-121.08,46.05,0.983849637822344
-121.03,38.36,0.9819653043528043
-120.97,42.25,0.9812390258556021
-120.93,50.92,0.9867599981789229
-120.76,47.05,0.9849212490728408
-120.63,43.22,0.9817587956408985
-120.61,39.48,0.9814584309625901
-120.55,51.93,0.9867599981789229
-120.48,36.41,0.9837733338779422
-120.42,48.06,0.98604127871951
-120.28,40.45,0.9808375177521708
-120.28,44.19,0.9825257535760289
-120.07,49.05,0.9865468868566443
-120.06,37.53,0.9834183326222804
-119.96,45.19,0.983475920505321
-119.94,41.42,0.9808330622582758
-119.69,50.06,0.9865468868566443
-119.63,38.66,0.9824229446182997
-119.61,46.19,0.9842367100504519
-119.52,35.57,0.9833208743561948
-119.3,51.07,0.9867599981789229
-119.29,39.62,0.9818208461359975
-119.26,47.19,0.9850878736800429
-119.11,36.7,0.984039592242517
-118.89,48.19,0.9860383509766674
-118.67,37.82,0.9836955403118612
-118.59,34.72,0.9846565873169869
-118.5,49.19,0.9865468868566443
-118.32,38.78,0.9833592464459374
-118.17,35.85,0.9844569055185364
-117.73,36.98,0.9832619962993155
-117.69,33.88,0.9852389552704023
-117.37,37.94,0.984039592242517
-117.26,35.0,0.9848625160873198
-116.82,36.13,0.984695795279486
-116.81,33.03,0.9833975090776845
-116.44,37.07,0.9846565873169869
-116.37,34.15,0.9833044456475541
-115.94,32.17,0.9839179192558742
-115.92,35.27,0.9832575526789921
-115.54,36.21,0.9851239433922993
-115.53,30.18,0.9894974775279486
-115.5,33.29,0.9837802794334949
-115.09,31.3,0.9884189230127309
-115.04,34.41,0.9836777512158208
-114.71,29.31,0.9895509189046717
-114.65,35.35,0.9837116827491386
-114.64,32.42,0.9870125632220449
-114.26,36.29,0.9835741676567882
-114.2,27.68,0.9896727097509558
-114.18,33.54,0.9852835406777186
-113.83,28.62,0.9897413410201636
-113.79,34.47,0.9839827029157672
-113.39,35.41,0.9839542365396269
-113.34,26.99,0.9893261547467117
-113.34,32.66,0.9871836519581855
-112.96,27.92,0.9895932592366447
-112.94,33.59,0.9871423605453284
-112.53,34.53,0.9869064212071028
-112.51,31.78,0.987650123387747
-112.18,29.78,0.9880032666973719
-112.11,32.71,0.9875422145345614
-111.72,25.4,0.9881154077074604
-111.7,30.89,0.9876482379467757
-111.7,33.64,0.9873700127143293
-111.31,29.07,0.9884197895277914
-111.29,31.82,0.9875005522046704
-111.27,34.57,0.9871342865744601
-110.96,24.5,0.9875402060491346
-110.91,30.0,0.9881609476436561
-110.88,32.75,0.987650123387747
-110.53,28.18,0.9896472399123989
-110.49,30.93,0.9878415306344981
-110.45,33.67,0.987650123387747
-110.22,23.6,0.9868266805439415
-110.12,29.1,0.9893200697927612
-110.07,31.85,0.9875005522046704
-109.77,27.28,0.9900719118682044
-109.64,32.77,0.9875005522046704
-109.63,30.2,0.9883196888538229
