lon,lat,prob
-81.03,-4.78,0.9980379907745885
-80.63,-3.82,0.9990143310869247
-80.47,-0.95,0.9890476949774217
-80.41,-5.74,0.9989692322586513
-80.02,-4.78,0.9980396630458216
-79.86,-1.91,0.996942802231079
-79.8,-6.69,0.9990487156869708
-79.63,-3.82,0.999021616651037
-79.48,-0.95,0.9876271893744858
-79.48,0.95,0.9661531210447609
-79.41,-5.73,0.9988776759269935
-79.25,-2.86,0.9989627037084865
-79.19,-7.65,0.9990190510494898
-79.1,0.0,0.9516621577684777
-79.02,-4.77,0.9981860561407649
-78.87,-1.91,0.9899426764829422
-78.79,-6.69,0.99906876349732
-78.63,-3.82,0.9990596436136975
-78.56,-8.59,0.9982364299928108
-78.49,-0.95,0.9549947686040167
-78.49,0.95,0.911023167422022
-78.4,-5.73,0.9989987257741052
-78.25,-2.87,0.9989832034218122
-78.18,-7.64,0.9986047312431089
-78.11,0.0,0.9647634182231848
-78.02,-4.77,0.9982027825389619
-77.94,-9.54,0.9979009018072589
-77.87,-1.91,0.9899838157241191
-77.87,1.91,0.836075619865812
-77.79,-6.68,0.999044122848338
-77.64,-3.82,0.9991306435553696
-77.55,-8.58,0.9981579294475611
-77.49,-0.95,0.9494168141317044
-77.49,0.95,0.8308436003251802
-77.4,-5.73,0.9990445459730015
-77.28,-10.5,0.9973096101968429
-77.26,-2.86,0.9980590579286862
-77.26,2.86,0.880277447322403
-77.17,-7.63,0.9985330989222735
-77.17,7.63,0.9666228940356496
-77.11,0.0,0.930474565241762
-77.02,-4.77,0.9984448863826209
-77.02,4.77,0.9309407159067447
-76.9,-9.55,0.9979523347094119
-76.88,-1.91,0.9876269920359744
-76.88,1.91,0.7860041898767366
-76.79,-6.68,0.9989990236801951
-76.79,6.68,0.9057708829042684
-76.64,3.82,0.8518450167003848
-76.62,-11.47,0.9965610071275415
-76.51,-8.6,0.9978777129901691
-76.51,8.6,0.9057708829042684
-76.5,-0.95,0.9543646412337747
-76.5,0.95,0.8373400013755314
-76.41,5.72,0.9205601904773052
-76.26,2.86,0.880277447322403
-76.23,-10.51,0.9970660265142551
-76.12,-7.63,0.9981924766163737
-76.12,0.0,0.8308817217740622
-76.12,7.63,0.9072409684087517
-76.03,4.77,0.9183002185107135
-75.95,-12.44,0.9764998958024047
-75.89,1.91,0.880277447322403
-75.85,-9.56,0.9973096101968429
-75.74,6.68,0.9456441444495205
-75.67,-14.36,0.9534478562087787
-75.65,3.82,0.9532084928390588
-75.57,-11.48,0.9946175521809462
-75.51,0.95,0.7718302433339503
-75.47,-8.59,0.9981179820712629
-75.47,8.59,0.9212924782510417
-75.37,5.72,0.8463143225895267
-75.32,-46.59,0.009066518509426424
-75.28,-13.4,0.9577768944988957
-75.27,2.86,0.8463143225895267
-75.19,-10.52,0.9965640660025458
-75.19,10.52,0.9748643160466387
