lon,lat,prob
-161.92,55.22,0.9527303420152478
-160.84,61.0,0.9417577332212725
-160.62,55.89,0.9532291959673389
-160.4,59.89,0.9512719219167696
-159.28,56.54,0.9470338605229955
-158.99,61.79,0.9462036905341993
-158.61,60.66,0.9071884662559967
-158.24,59.54,0.9127460932694882
-157.63,57.31,0.9307202783183658
-157.05,62.55,0.9581109884231744
-156.73,61.42,0.905455776890455
-156.42,60.29,0.9070977204047753
-156.16,59.17,0.9098833292570416
-155.91,58.05,0.9157707087888455
-155.02,63.28,0.9142004621030669
-154.76,62.14,0.8891385140930411
-154.52,61.01,0.9050836299966467
-154.31,59.89,0.9067094399373976
-154.12,58.77,0.9087178848985764
-153.07,65.1,0.9340797782425682
-152.88,63.98,0.9233842866203665
-152.7,62.84,0.8819409079758908
-152.53,61.7,0.8874258746346183
-152.38,60.58,0.8905500906152233
-150.74,65.76,0.9498725602010474
-150.63,64.63,0.9505815987724003
-150.54,63.51,0.8810825609656227
-150.45,62.37,0.8835543538857478
-150.3,60.12,0.8885162001762615
-148.28,60.75,0.8835352308736133
-148.28,61.87,0.8811154116254365
-148.28,63.0,0.8894844311197316
-148.28,64.12,0.8899024925636311
-148.28,65.25,0.8862532236416706
-148.28,66.38,0.9346923940511622
-146.53,61.26,0.8799342475708776
-146.46,62.39,0.8885896230306584
-146.39,63.52,0.8870279966929189
-146.31,64.65,0.883193814153195
-146.23,65.77,0.883193814153195
-144.84,60.63,0.8793022146192939
-144.72,61.76,0.8879745831374232
-144.58,62.89,0.8831977545759415
-144.43,64.02,0.883193814153195
-144.26,65.15,0.883193814153195
-144.09,66.27,0.9346923940511622
-143.04,61.1,0.8698187046310943
-142.84,62.23,0.8745619521113065
-142.63,63.36,0.883193814153195
-142.4,64.49,0.883193814153195
-142.14,65.61,0.883193814153195
-141.86,66.74,0.9346923940511622
-141.44,60.43,0.8689759418837345
-141.18,61.55,0.8778031569257915
-140.91,62.68,0.8813511901805137
-140.62,63.81,0.8813511901805137
-140.3,64.94,0.8813511901805137
-139.94,66.05,0.9135050963119816
-139.59,60.86,0.8674802054629646
-139.26,61.98,0.8778031569257915
-138.91,63.1,0.8813511901805137
-138.53,64.23,0.8813511901805137
-138.13,65.35,0.8813511901805137
-138.07,60.14,0.8555386281043104
