,lat,lon,recon_lon,recon_lat,age,prob,method
0,63.0,-148.28,-148.28,63.0,0.0,1.0,Decision_Tree
1,22.72,-105.0,-105.0,22.72,0.0,0.0,Decision_Tree
2,51.58,-123.85,-123.85,51.58,0.0,1.0,Decision_Tree
3,60.43,-141.44,-141.44,60.43,0.0,1.0,Decision_Tree
4,64.94,-140.3,-140.3,64.94,0.0,1.0,Decision_Tree
5,60.29,-156.42,-156.42,60.29,0.0,1.0,Decision_Tree
6,19.0,-102.29,-102.29,19.0,0.0,1.0,Decision_Tree
7,19.41,-97.48,-97.48,19.41,0.0,1.0,Decision_Tree
8,44.19,-120.28,-120.28,44.19,0.0,0.0,Decision_Tree
9,40.3,-121.61,-121.61,40.3,0.0,1.0,Decision_Tree
10,54.71,-129.31,-129.31,54.71,0.0,1.0,Decision_Tree
11,48.19,-118.89,-118.89,48.19,0.0,0.0,Decision_Tree
12,56.54,-159.28,-159.28,56.54,0.0,1.0,Decision_Tree
13,55.22,-161.92,-161.92,55.22,0.0,1.0,Decision_Tree
14,61.76,-144.72,-144.72,61.76,0.0,1.0,Decision_Tree
15,60.75,-148.28,-148.28,60.75,0.0,1.0,Decision_Tree
16,59.77,-134.77,-134.77,59.77,0.0,1.0,Decision_Tree
17,64.02,-144.43,-144.43,64.02,0.0,1.0,Decision_Tree
18,61.26,-137.69,-137.69,61.26,0.0,1.0,Decision_Tree
19,63.5,-136.86,-136.86,63.5,0.0,1.0,Decision_Tree
20,62.68,-140.91,-140.91,62.68,0.0,1.0,Decision_Tree
21,58.05,-155.91,-155.91,58.05,0.0,1.0,Decision_Tree
22,61.7,-152.53,-152.53,61.7,0.0,1.0,Decision_Tree
23,24.56,-106.41,-106.41,24.56,0.0,0.0,Decision_Tree
24,20.86,-103.62,-103.62,20.86,0.0,0.0,Decision_Tree
25,24.87,-103.94,-103.94,24.87,0.0,0.0,Decision_Tree
26,21.11,-101.2,-101.2,21.11,0.0,0.0,Decision_Tree
27,22.98,-102.55,-102.55,22.98,0.0,0.0,Decision_Tree
28,17.33,-98.6,-98.6,17.33,0.0,1.0,Decision_Tree
29,19.22,-99.89,-99.89,19.22,0.0,1.0,Decision_Tree
30,15.44,-92.42,-92.42,15.44,0.0,1.0,Decision_Tree
31,17.41,-96.15,-96.15,17.41,0.0,1.0,Decision_Tree
32,17.49,-91.24,-91.24,17.49,0.0,1.0,Decision_Tree
33,17.46,-93.69,-93.69,17.46,0.0,1.0,Decision_Tree
34,43.87,-123.1,-123.1,43.87,0.0,0.0,Decision_Tree
35,41.92,-123.7,-123.7,41.92,0.0,1.0,Decision_Tree
36,42.25,-120.97,-120.97,42.25,0.0,1.0,Decision_Tree
37,38.66,-119.63,-119.63,38.66,0.0,1.0,Decision_Tree
38,40.59,-118.94,-118.94,40.59,0.0,1.0,Decision_Tree
39,53.17,-126.48,-126.48,53.17,0.0,1.0,Decision_Tree
