lon,lat,prob
-81.03,-4.78,0.9067969258431648
-80.63,-3.82,0.8697299109476778
-80.47,-0.95,0.8519236700942812
-80.41,-5.74,0.8742177188341678
-80.02,-4.78,0.9011503119411579
-79.86,-1.91,0.849533349498317
-79.8,-6.69,0.8597449284012555
-79.63,-3.82,0.8693756203499302
-79.48,-0.95,0.8519236700942812
-79.48,0.95,0.8519236700942812
-79.41,-5.73,0.8693005945371252
-79.25,-2.86,0.8671478435003647
-79.19,-7.65,0.80958782602624
-79.1,0.0,0.8519236700942812
-79.02,-4.77,0.9035970646525997
-78.87,-1.91,0.8557784048211787
-78.79,-6.69,0.8553761690470765
-78.63,-3.82,0.8698566166064862
-78.56,-8.59,0.749296154386591
-78.49,-0.95,0.8519236700942812
-78.49,0.95,0.8681429488773157
-78.4,-5.73,0.8735041949995548
-78.25,-2.87,0.8674909373649743
-78.18,-7.64,0.8006576525432055
-78.11,0.0,0.8519236700942812
-78.02,-4.77,0.8984658569848059
-77.94,-9.54,0.6823724345363473
-77.87,-1.91,0.8532835421485587
-77.87,1.91,0.9263863762054144
-77.79,-6.68,0.8250405973481737
-77.64,-3.82,0.8480221961753138
-77.55,-8.58,0.7226614289150436
-77.49,-0.95,0.8519236700942812
-77.49,0.95,0.9146230384604678
-77.4,-5.73,0.8638264119764472
-77.28,-10.5,0.5300604899556899
-77.26,-2.86,0.8674909373649743
-77.17,-7.63,0.7790597863020501
-77.17,7.63,0.3938923370924788
-77.11,0.0,0.9148949753870094
-77.02,-4.77,0.8985151266751721
-76.9,-9.55,0.6068915228634547
-76.88,-1.91,0.8651390836869097
-76.79,-6.68,0.8135445819602193
-76.79,6.68,0.2958789802146953
-76.62,-11.47,0.3439770025547737
-76.51,-8.6,0.6823724345363473
-76.5,-0.95,0.9263863762054144
-76.23,-10.51,0.4152533630978416
-76.12,-7.63,0.7233212811709858
-75.95,-12.44,0.15990867738445436
-75.85,-9.56,0.5322607769990733
-75.67,-14.36,0.10272442824448676
-75.57,-11.48,0.22521899174718774
-75.47,-8.59,0.6068915228634547
-75.32,-46.59,0.2147545305200176
-75.28,-13.4,0.11676420983609535
-75.19,-10.52,0.3439770025547737
-75.19,10.52,0.4075018085500265
-75.05,-48.49,0.3523136592705466
-74.99,-15.32,0.09691759120037412
-74.9,-12.44,0.13716739508715198
-74.8,-9.56,0.4189206425802196
-74.8,9.56,0.3938923370924788
-74.77,-50.39,0.48320775775237673
-74.61,-14.36,0.10102534411679574
-74.52,-11.48,0.1608161316914489
-74.46,-52.29,0.39790751125048535
-74.45,-47.59,0.24096092223790969
-74.23,-13.4,0.10533991789617919
-74.14,-49.48,0.4737012121718491
-74.13,-10.52,0.24925696660951696
-74.13,10.52,0.4404712624497125
-74.09,-44.71,0.19459608330084485
-73.93,-15.32,0.11184281709569693
-73.85,-12.44,0.10609915498615279
-73.82,-51.38,0.49271818891773217
-73.82,-46.64,0.21049356004066444
-73.75,9.55,0.3938923370924788
-73.55,-14.36,0.09464779969334813
-73.54,-48.57,0.2749150223228531
-73.46,-11.48,0.11806778035546275
-73.45,-53.29,0.62323736394073
-73.33,-41.03,0.2411599869738888
-73.25,-16.25,0.16857040511819255
